Type,Date,Set Time,Title,Amount,Currency,Exchange Rate,Category Group Name,Category,Account,Notes,Labels,Status
Expense,2021-06-21 09:39:34,09:39,Coffee,-1.30,EUR,1.0000000000,Food,Coffee,ActivoBank,,,Reconciled
Expense,2021-06-21 08:59:13,08:59,Transport,-15.35,EUR,1.0000000000,Transportation,Public transport,ActivoBank,Pass ,,Reconciled
Transfer,2021-06-21 08:07:53,08:07,Transfer,-1187.00,EUR,1.0000000000,(Transfer),(Transfer),Degiro,,,Reconciled
Transfer,2021-06-21 08:07:53,08:07,Transfer,1187.00,EUR,1.0000000000,(Transfer),(Transfer),ActivoBank,,,Reconciled
Expense,2021-06-20 18:40:32,18:40,Tools/equipment,-6.68,EUR,1.0000000000,Housing,Furniture,ActivoBank,,,Reconciled
Expense,2021-06-20 11:36:27,11:36,Groceries split,52.59,EUR,1.0000000000,Food,Groceries,Splitwise,,,Reconciled
Expense,2021-06-20 08:33:33,08:33,Furniture,-68.99,EUR,1.0000000000,Housing,Furniture,ActivoBank,,,Reconciled
Expense,2021-06-19 19:11:05,19:11,Groceries,-6.47,EUR,1.0000000000,Food,Groceries,ticket,,,Reconciled
Transfer,2021-06-19 08:50:18,08:50,Transfer,-400.00,EUR,1.0000000000,(Transfer),(Transfer),Boost,,,Reconciled
Transfer,2021-06-19 08:50:18,08:50,Transfer,400.00,EUR,1.0000000000,(Transfer),(Transfer),Cash,,,Reconciled
Expense,2021-06-18 11:35:34,11:35,Groceries,-105.18,EUR,1.0000000000,Food,Groceries,ticket,,,Reconciled
Expense,2021-06-18 08:48:59,08:48,Taxes,-0.04,EUR,1.0000000000,Others,Others,ActivoBank,Imposto de selo,,Reconciled
Expense,2021-06-18 08:46:44,08:46,Furniture,0.09,EUR,1.0000000000,Housing,Furniture,ActivoBank,Anulação imposto selo,,Reconciled
Expense,2021-06-18 08:46:19,08:46,Furniture,2.18,EUR,1.0000000000,Housing,Furniture,ActivoBank,Anulação imposto selo,,Reconciled
Transfer,2021-06-18 08:45:40,08:45,Transfer,-656.00,EUR,1.0000000000,(Transfer),(Transfer),Degiro,,,Reconciled
Transfer,2021-06-18 08:45:40,08:45,Transfer,656.00,EUR,1.0000000000,(Transfer),(Transfer),ActivoBank,,,Reconciled
Income,2021-06-18 08:45:24,08:45,Interest,0.15,EUR,1.0000000000,Investments,Interest,ActivoBank,,,Reconciled
Transfer,2021-06-18 08:44:48,08:44,Transfer,-500.00,EUR,1.0000000000,(Transfer),(Transfer),Irregular Expenses,,,Reconciled
Transfer,2021-06-18 08:44:48,08:44,Transfer,500.00,EUR,1.0000000000,(Transfer),(Transfer),ActivoBank,,,Reconciled
Transfer,2021-06-18 08:44:13,08:44,Transfer,-310.00,EUR,1.0000000000,(Transfer),(Transfer),Savings,,,Reconciled
Transfer,2021-06-18 08:44:13,08:44,Transfer,310.00,EUR,1.0000000000,(Transfer),(Transfer),ActivoBank,,,Reconciled
Transfer,2021-06-18 08:43:29,08:43,Transfer,-499.00,EUR,1.0000000000,(Transfer),(Transfer),Bankinter,,,Reconciled
Transfer,2021-06-18 08:43:29,08:43,Transfer,499.00,EUR,1.0000000000,(Transfer),(Transfer),ActivoBank,,,Reconciled
Expense,2021-06-17 21:38:44,21:38,Eating Out - split,-14.65,EUR,1.0000000000,Food,Eating out,Splitwise,,,Reconciled
Transfer,2021-06-17 09:44:20,09:44,Transfer,-435.01,EUR,1.0000000000,(Transfer),(Transfer),Trading 212,,,Reconciled
Transfer,2021-06-17 09:44:20,09:44,Transfer,435.01,EUR,1.0000000000,(Transfer),(Transfer),Boost,,,Reconciled
Transfer,2021-06-16 15:42:59,15:42,Transfer,-97.04,EUR,1.0000000000,(Transfer),(Transfer),Mintos,,,Reconciled
Transfer,2021-06-16 15:42:59,15:42,Transfer,97.04,EUR,1.0000000000,(Transfer),(Transfer),ActivoBank,,,Reconciled
Transfer,2021-06-16 09:44:54,09:44,Transfer,-960.34,EUR,1.0000000000,(Transfer),(Transfer),Trading 212,,,Reconciled
Transfer,2021-06-16 09:44:54,09:44,Transfer,960.34,EUR,1.0000000000,(Transfer),(Transfer),Boost,,,Reconciled
Income,2021-06-16 08:59:46,08:59,Capital Gains,4.90,EUR,1.0000000000,Investments,Interest,Housers,,,Reconciled
Expense,2021-06-16 08:56:55,08:56,Furniture,-31.99,EUR,1.0000000000,Housing,Furniture,ActivoBank,Base monitor,,Reconciled
Transfer,2021-06-16 08:56:05,08:56,Transfer,-118.80,EUR,1.0000000000,(Transfer),(Transfer),Housers,,,Reconciled
Transfer,2021-06-16 08:56:05,08:56,Transfer,118.80,EUR,1.0000000000,(Transfer),(Transfer),ActivoBank,,,Reconciled
Income,2021-06-14 14:06:04,14:06,Capital Gains T212,68.00,EUR,1.0000000000,Investments,Capital Gains,Trading 212,,,Reconciled
Income,2021-06-14 14:05:30,14:05,Capital Gains Degiro,47.00,EUR,1.0000000000,Investments,Capital Gains,Degiro,,,Reconciled
Expense,2021-06-14 12:28:51,12:28,Groceries,-14.43,EUR,1.0000000000,Food,Groceries,ticket,,,Reconciled
Expense,2021-06-14 12:28:29,12:28,Groceries,-5.16,EUR,1.0000000000,Food,Groceries,ticket,,,Reconciled
Expense,2021-06-12 22:19:24,22:19,Eating Out - split,27.17,EUR,1.0000000000,Food,Eating out,Splitwise,,,Reconciled
Expense,2021-06-12 22:19:12,22:19,Eating out,-54.33,EUR,1.0000000000,Food,Eating out,ActivoBank,,,Reconciled
Expense,2021-06-12 20:47:31,20:47,Fuel,-56.45,EUR,1.0000000000,Transportation,Fuel,ActivoBank,,,Reconciled
Expense,2021-06-12 18:38:15,18:38,Endesa - split,41.13,EUR,1.0000000000,Housing,Electricity,Splitwise,,,Reconciled
Expense,2021-06-12 18:37:56,18:37,Electricity,-82.25,EUR,1.0000000000,Housing,Electricity,ActivoBank,,,Reconciled
Expense,2021-06-12 18:37:40,18:37,Gifts,100.00,EUR,1.0000000000,Entertainment,Netflix,ActivoBank,,,Reconciled
Income,2021-06-10 19:02:49,19:02,Interest,0.29,EUR,1.0000000000,Investments,Interest,Mintos,,,Reconciled
Income,2021-06-10 07:00:56,07:00,Salary,36.90,EUR,1.0000000000,Employer,Salary,PPR,,,Reconciled
Expense,2021-06-08 19:59:51,19:59,Groceries split,49.41,EUR,1.0000000000,Food,Groceries,Splitwise,,,Reconciled
Expense,2021-06-08 19:59:21,19:59,Groceries,-21.56,EUR,1.0000000000,Food,Groceries,ticket,,,Reconciled
Expense,2021-06-08 19:58:55,19:58,Groceries,-77.26,EUR,1.0000000000,Food,Groceries,ticket,,,Reconciled
Expense,2021-06-08 17:23:02,17:23,Appointment,-55.00,EUR,1.0000000000,Health,Appointments,ActivoBank,,,Reconciled
Income,2021-06-08 13:25:15,13:25,Capital Gains T212,162.00,EUR,1.0000000000,Investments,Capital Gains,Trading 212,,,Reconciled
Income,2021-06-08 13:23:50,13:23,Capital Gains Degiro,77.00,EUR,1.0000000000,Investments,Capital Gains,Degiro,,,Reconciled
Expense,2021-06-04 19:17:12,19:17,Groceries split,12.51,EUR,1.0000000000,Food,Groceries,Splitwise,,,Reconciled
Expense,2021-06-04 19:15:24,19:15,Groceries,-25.02,EUR,1.0000000000,Food,Groceries,ticket,,,Reconciled
Expense,2021-06-04 18:14:55,18:14,Parking,1.50,EUR,1.0000000000,Transportation,Public transport,Splitwise,,,Reconciled
Expense,2021-06-04 18:14:20,18:14,Parking,-3.00,EUR,1.0000000000,Transportation,Public transport,Cash,,,Reconciled
Expense,2021-06-04 13:32:22,13:32,Eating Out - split,-8.85,EUR,1.0000000000,Food,Eating out,Splitwise,,,Reconciled
Expense,2021-06-03 10:11:26,10:11,Coffee,-1.10,EUR,1.0000000000,Food,Coffee,Splitwise,,,Reconciled
Transfer,2021-06-03 10:00:31,10:00,(Transfer),-14.00,EUR,1.0000000000,(Transfer),(Transfer),ActivoBank,,,Reconciled
Transfer,2021-06-03 10:00:31,10:00,(Transfer),14.00,EUR,1.0000000000,(Transfer),(Transfer),Boost,,,Reconciled
Expense,2021-06-03 07:00:40,07:00,Netflix,-13.99,EUR,1.0000000000,Entertainment,Netflix,Boost,,,Reconciled
Expense,2021-06-02 18:52:39,18:52,Parking,1.50,EUR,1.0000000000,Transportation,Public transport,Splitwise,,,Reconciled
Expense,2021-06-02 12:43:01,12:43,Furniture,-119.99,EUR,1.0000000000,Housing,Furniture,ActivoBank,Monitor,,Reconciled
Expense,2021-06-02 11:16:44,11:16,Coffee,-1.10,EUR,1.0000000000,Food,Coffee,Splitwise,,,Reconciled
Expense,2021-06-02 07:00:03,07:00,Phone,-9.80,EUR,1.0000000000,Personal,Internet & Phone,ActivoBank,,,Reconciled
Income,2021-06-01 21:24:10,21:24,Capital Gains T212,83.00,EUR,1.0000000000,Investments,Capital Gains,Trading 212,,,Reconciled
Expense,2021-06-01 20:29:36,20:29,Clothes,-14.00,EUR,1.0000000000,Personal,Clothing,ActivoBank,Calças fato treino ,,Reconciled
Expense,2021-06-01 18:27:22,18:27,Parking,1.50,EUR,1.0000000000,Transportation,Public transport,Splitwise,,,Reconciled
Expense,2021-06-01 18:26:36,18:26,Parking,-3.00,EUR,1.0000000000,Transportation,Public transport,Cash,,,Reconciled
Transfer,2021-06-01 18:23:46,18:23,Transfer,-10.00,EUR,1.0000000000,(Transfer),(Transfer),ActivoBank,,,Reconciled
Transfer,2021-06-01 18:23:46,18:23,Transfer,10.00,EUR,1.0000000000,(Transfer),(Transfer),Cash,,,Reconciled
Expense,2021-06-01 17:30:54,17:30,Eating Out - split,-4.25,EUR,1.0000000000,Food,Eating out,Splitwise,,,Reconciled
Expense,2021-06-01 10:00:15,10:00,Building administration,-24.00,EUR,1.0000000000,Housing,Building Administration,ActivoBank,,,Reconciled
Income,2021-05-31 16:35:38,16:35,Interest,0.20,EUR,1.0000000000,Investments,Interest,Mintos,,,Reconciled
Income,2021-05-31 16:35:12,16:35,Capital Gains T212,28.00,EUR,1.0000000000,Investments,Capital Gains,Trading 212,,,Reconciled
Expense,2021-05-30 15:54:08,15:54,Endesa - split,34.45,EUR,1.0000000000,Housing,Electricity,Splitwise,,,Reconciled
Expense,2021-05-28 21:41:17,21:41,Eating Out - split,-12.82,EUR,1.0000000000,Food,Eating out,Splitwise,,,Reconciled
Expense,2021-05-28 20:08:37,20:08,Groceries split,15.42,EUR,1.0000000000,Food,Groceries,Splitwise,,,Reconciled
Expense,2021-05-28 20:08:26,20:08,Groceries,-30.85,EUR,1.0000000000,Food,Groceries,ticket,,,Reconciled
Expense,2021-05-28 07:00:21,07:00,Internet,-27.00,EUR,1.0000000000,Personal,Internet & Phone,ActivoBank,,,Reconciled
Expense,2021-05-27 15:53:48,15:53,Electricity,-68.89,EUR,1.0000000000,Housing,Electricity,ActivoBank,,,Reconciled
Expense,2021-05-27 15:25:24,15:25,Motorcycle,800.00,EUR,1.0000000000,Transportation,Motorcycle,Cash,,,Reconciled
Transfer,2021-05-27 00:32:40,00:32,Transfer,-500.00,EUR,1.0000000000,(Transfer),(Transfer),ActivoBank,,,Reconciled
Transfer,2021-05-27 00:32:40,00:32,Transfer,500.00,EUR,1.0000000000,(Transfer),(Transfer),Bankinter,,,Reconciled
Income,2021-05-27 00:23:58,00:23,Capital Gains T212,-116.00,EUR,1.0000000000,Investments,Capital Gains,Trading 212,,,Reconciled
Income,2021-05-27 00:23:25,00:23,Interest,0.07,EUR,1.0000000000,Investments,Interest,Mintos,,,Reconciled
Income,2021-05-27 00:22:59,00:22,Capital Gains Degiro,46.00,EUR,1.0000000000,Investments,Capital Gains,Degiro,,,Reconciled
Income,2021-05-27 00:22:39,00:22,Capital Gains Degiro,9.00,EUR,1.0000000000,Investments,Capital Gains,Degiro,,,Reconciled
Expense,2021-05-25 21:18:40,21:18,Furniture,-60.89,EUR,1.0000000000,Housing,Furniture,Splitwise,Secretária,,Reconciled
Expense,2021-05-25 18:57:05,18:57,Furniture,-349.75,EUR,1.0000000000,Housing,Furniture,ActivoBank,Cadeira escritório,,Reconciled
Income,2021-05-25 16:06:48,16:06,Interest,0.22,EUR,1.0000000000,Investments,Interest,Mintos,,,Reconciled
Expense,2021-05-25 10:00:14,10:00,Mortgage,-250.00,EUR,1.0000000000,Housing,Mortgage,ActivoBank,,,Reconciled
Income,2021-05-25 09:54:09,09:54,Salary - ticket,169.26,EUR,1.0000000000,Employer,Salary,ticket,,,Reconciled
Income,2021-05-25 09:53:51,09:53,Salary,2029.19,EUR,1.0000000000,Employer,Salary,ActivoBank,,,Reconciled
Transfer,2021-05-25 07:00:42,07:00,Savings,-90.00,EUR,1.0000000000,(Transfer),(Transfer),ActivoBank,,,Reconciled
Transfer,2021-05-25 07:00:42,07:00,Savings,90.00,EUR,1.0000000000,(Transfer),(Transfer),Savings,,,Reconciled
Transfer,2021-05-25 07:00:22,07:00,Annual expenses,-60.00,EUR,1.0000000000,(Transfer),(Transfer),ActivoBank,,,Reconciled
Transfer,2021-05-25 07:00:22,07:00,Annual expenses,60.00,EUR,1.0000000000,(Transfer),(Transfer),Irregular Expenses,,,Reconciled
Transfer,2021-05-23 16:27:13,16:27,Transfer,-60.00,EUR,1.0000000000,(Transfer),(Transfer),Savings,,,Reconciled
Transfer,2021-05-23 16:27:13,16:27,Transfer,60.00,EUR,1.0000000000,(Transfer),(Transfer),ActivoBank,,,Reconciled
Expense,2021-05-22 11:29:59,11:29,Groceries split,33.09,EUR,1.0000000000,Food,Groceries,Splitwise,,,Reconciled
Expense,2021-05-22 11:29:08,11:29,Groceries,-66.17,EUR,1.0000000000,Food,Groceries,ticket,,,Reconciled
Expense,2021-05-22 09:22:43,09:22,Eating out,-30.20,EUR,1.0000000000,Food,Eating out,ActivoBank,,,Reconciled
Expense,2021-05-21 20:51:48,20:51,Eating out,-19.90,EUR,1.0000000000,Food,Eating out,ActivoBank,,,Reconciled
Expense,2021-05-21 18:10:32,18:10,Groceries,-0.70,EUR,1.0000000000,Food,Groceries,ticket,,,Reconciled
Expense,2021-05-20 09:04:19,09:04,SMAS,16.76,EUR,1.0000000000,Housing,Water,ActivoBank,,,Reconciled
Expense,2021-05-19 20:52:11,20:52,Eating Out - split,11.20,EUR,1.0000000000,Food,Eating out,Splitwise,,,Reconciled
Expense,2021-05-18 21:19:34,21:19,Eating Out - split,-14.27,EUR,1.0000000000,Food,Eating out,Splitwise,,,Reconciled
Expense,2021-05-18 12:41:12,12:41,Appointment,-110.00,EUR,1.0000000000,Health,Appointments,ActivoBank,,,Reconciled
Transfer,2021-05-18 12:40:37,12:40,Transfer,-110.00,EUR,1.0000000000,(Transfer),(Transfer),Irregular Expenses,,,Reconciled
Transfer,2021-05-18 12:40:37,12:40,Transfer,110.00,EUR,1.0000000000,(Transfer),(Transfer),ActivoBank,,,Reconciled
Expense,2021-05-17 17:50:49,17:50,Eating out,-5.50,EUR,1.0000000000,Food,Eating out,ActivoBank,,,Reconciled
Income,2021-05-17 16:46:41,16:46,Capital Gains T212,133.00,EUR,1.0000000000,Investments,Capital Gains,Trading 212,,,Reconciled
Income,2021-05-17 16:46:14,16:46,Capital Gains Degiro,-6.00,EUR,1.0000000000,Investments,Capital Gains,Degiro,,,Reconciled
Expense,2021-05-16 17:51:02,17:51,Eating Out - split,2.75,EUR,1.0000000000,Food,Eating out,Splitwise,,,Reconciled
Expense,2021-05-14 17:09:15,17:09,Personal gifts,-70.00,EUR,1.0000000000,Personal,Personal Gifts,Cash,Galaxy buds+,,Reconciled
Transfer,2021-05-14 17:08:13,17:08,Transfer,-70.00,EUR,1.0000000000,(Transfer),(Transfer),ActivoBank,,,Reconciled
Transfer,2021-05-14 17:08:13,17:08,Transfer,70.00,EUR,1.0000000000,(Transfer),(Transfer),Cash,,,Reconciled
Income,2021-05-14 15:50:58,15:50,Capital Gains Degiro,23.00,EUR,1.0000000000,Investments,Capital Gains,Degiro,,,Reconciled
Expense,2021-05-14 14:16:59,14:16,Eating out,-11.30,EUR,1.0000000000,Food,Eating out,ActivoBank,,,Reconciled
Expense,2021-05-14 09:00:58,09:00,Internet,-15.00,EUR,1.0000000000,Personal,Internet & Phone,ActivoBank,,,Reconciled
Transfer,2021-05-14 08:58:14,08:58,Transfer,-50.00,EUR,1.0000000000,(Transfer),(Transfer),Savings,,,Reconciled
Transfer,2021-05-14 08:58:14,08:58,Transfer,50.00,EUR,1.0000000000,(Transfer),(Transfer),ActivoBank,,,Reconciled
Income,2021-05-14 00:19:49,00:19,Capital Gains T212,110.00,EUR,1.0000000000,Investments,Capital Gains,Trading 212,,,Reconciled
Income,2021-05-14 00:18:06,00:18,Capital Gains Degiro,-12.00,EUR,1.0000000000,Investments,Capital Gains,Degiro,,,Reconciled
Income,2021-05-14 00:16:58,00:16,Interest,0.02,EUR,1.0000000000,Investments,Interest,Mintos,,,Reconciled
Income,2021-05-13 13:57:18,13:57,Capital Gains T212,-150.00,EUR,1.0000000000,Investments,Capital Gains,Trading 212,,,Reconciled
Income,2021-05-12 19:31:43,19:31,Capital Gains PPR,-2.65,EUR,1.0000000000,Investments,Capital Gains,PPR,,,Reconciled
Transfer,2021-05-12 19:28:24,19:28,Transfer,-100.00,EUR,1.0000000000,(Transfer),(Transfer),Savings,,,Reconciled
Transfer,2021-05-12 19:28:24,19:28,Transfer,100.00,EUR,1.0000000000,(Transfer),(Transfer),ActivoBank,,,Reconciled
Expense,2021-05-12 19:28:09,19:28,Fuel,-20.61,EUR,1.0000000000,Transportation,Fuel,ActivoBank,,,Reconciled
Income,2021-05-12 12:27:36,12:27,Capital Gains T212,-106.00,EUR,1.0000000000,Investments,Capital Gains,Trading 212,,,Reconciled
Income,2021-05-12 12:22:01,12:22,Capital Gains Degiro,-80.00,EUR,1.0000000000,Investments,Capital Gains,Degiro,,,Reconciled
Income,2021-05-12 12:21:07,12:21,Interest,0.60,EUR,1.0000000000,Investments,Interest,Mintos,,,Reconciled
Expense,2021-05-11 13:38:34,13:38,Eating out,-5.95,EUR,1.0000000000,Food,Eating out,ActivoBank,,,Reconciled
Transfer,2021-05-11 13:06:20,13:06,Transfer,-20.00,EUR,1.0000000000,(Transfer),(Transfer),ActivoBank,,,Reconciled
Transfer,2021-05-11 13:06:20,13:06,Transfer,20.00,EUR,1.0000000000,(Transfer),(Transfer),Cash,,,Reconciled
Income,2021-05-10 14:25:55,14:25,Capital Gains Degiro,8.00,EUR,1.0000000000,Investments,Capital Gains,Degiro,,,Reconciled
Income,2021-05-10 14:25:37,14:25,Capital Gains T212,216.00,EUR,1.0000000000,Investments,Capital Gains,Trading 212,,,Reconciled
Income,2021-05-10 12:25:33,12:25,Salary,36.90,EUR,1.0000000000,Employer,Salary,PPR,,,Reconciled
Expense,2021-05-09 19:54:16,19:54,T,-9.10,EUR,1.0000000000,Entertainment,T,ActivoBank,,,Reconciled
Expense,2021-05-07 18:00:07,18:00,Groceries split,22.73,EUR,1.0000000000,Food,Groceries,Splitwise,,,Reconciled
Expense,2021-05-07 18:00:01,18:00,Groceries,-45.46,EUR,1.0000000000,Food,Groceries,ticket,,,Reconciled
Expense,2021-05-07 17:20:52,17:20,Coffee,7.75,EUR,1.0000000000,Food,Coffee,Splitwise,,,Reconciled
Expense,2021-05-07 17:20:22,17:20,Coffee,-15.50,EUR,1.0000000000,Food,Coffee,Cash,,,Reconciled
Transfer,2021-05-07 17:20:14,17:20,Transfer,-10.00,EUR,1.0000000000,(Transfer),(Transfer),ActivoBank,,,Reconciled
Transfer,2021-05-07 17:20:14,17:20,Transfer,10.00,EUR,1.0000000000,(Transfer),(Transfer),Cash,,,Reconciled
Expense,2021-05-05 15:57:51,15:57,Motorcycle maintenance,-10.00,EUR,1.0000000000,Transportation,Motorcycle maintenance,Cash,,,Reconciled
Income,2021-05-05 13:47:28,13:47,Capital Gains T212,9.00,EUR,1.0000000000,Investments,Capital Gains,Trading 212,,,Reconciled
Income,2021-05-05 13:47:11,13:47,Capital Gains Degiro,19.00,EUR,1.0000000000,Investments,Capital Gains,Degiro,,,Reconciled
Expense,2021-05-04 12:27:12,12:27,Barber,-10.00,EUR,1.0000000000,Personal,Barber,Cash,,,Reconciled
Income,2021-05-03 21:18:57,21:18,Capital Gains T212,75.00,EUR,1.0000000000,Investments,Capital Gains,Trading 212,,,Reconciled
Transfer,2021-05-03 10:00:31,10:00,(Transfer),-14.00,EUR,1.0000000000,(Transfer),(Transfer),ActivoBank,,,Reconciled
Transfer,2021-05-03 10:00:31,10:00,(Transfer),14.00,EUR,1.0000000000,(Transfer),(Transfer),Boost,,,Reconciled
Expense,2021-05-03 07:00:40,07:00,Netflix,-13.99,EUR,1.0000000000,Entertainment,Netflix,Boost,,,Reconciled
Expense,2021-05-02 11:25:18,11:25,Groceries,-62.42,EUR,1.0000000000,Food,Groceries,ticket,,,Reconciled
Expense,2021-05-02 11:25:05,11:25,Groceries split,31.21,EUR,1.0000000000,Food,Groceries,Splitwise,,,Reconciled
Expense,2021-05-02 07:00:03,07:00,Phone,-9.80,EUR,1.0000000000,Personal,Internet & Phone,ActivoBank,,,Reconciled
Expense,2021-04-30 13:32:12,13:32,Endesa - split,125.92,EUR,1.0000000000,Housing,Electricity,Splitwise,,,Reconciled
Expense,2021-04-30 10:00:15,10:00,Building administration,-24.00,EUR,1.0000000000,Housing,Building Administration,ActivoBank,,,Reconciled
Income,2021-04-29 16:01:24,16:01,Capital Gains Degiro,-35.00,EUR,1.0000000000,Investments,Capital Gains,Degiro,,,Reconciled
Income,2021-04-29 16:00:09,16:00,Capital Gains T212,35.00,EUR,1.0000000000,Investments,Capital Gains,Trading 212,,,Reconciled
Expense,2021-04-29 13:27:38,13:27,Electricity,-251.84,EUR,1.0000000000,Housing,Electricity,ActivoBank,,,Reconciled
Income,2021-04-28 11:03:30,11:03,Interest,0.15,EUR,1.0000000000,Investments,Interest,Mintos,,,Reconciled
Income,2021-04-28 11:02:06,11:02,Capital Gains T212,-74.00,EUR,1.0000000000,Investments,Capital Gains,Trading 212,,,Reconciled
Transfer,2021-04-26 09:03:28,09:03,Transfer,-306.00,EUR,1.0000000000,(Transfer),(Transfer),ActivoBank,,,Reconciled
Transfer,2021-04-26 09:03:28,09:03,Transfer,306.00,EUR,1.0000000000,(Transfer),(Transfer),Trading 212,,,Reconciled
Income,2021-04-26 07:00:56,07:00,Salary,36.90,EUR,1.0000000000,Employer,Salary,PPR,,,Reconciled
Transfer,2021-04-26 07:00:42,07:00,Savings,-90.00,EUR,1.0000000000,(Transfer),(Transfer),ActivoBank,,,Reconciled
Transfer,2021-04-26 07:00:42,07:00,Savings,90.00,EUR,1.0000000000,(Transfer),(Transfer),Savings,,,Reconciled
Transfer,2021-04-26 07:00:22,07:00,Annual expenses,-60.00,EUR,1.0000000000,(Transfer),(Transfer),ActivoBank,,,Reconciled
Transfer,2021-04-26 07:00:22,07:00,Annual expenses,60.00,EUR,1.0000000000,(Transfer),(Transfer),Irregular Expenses,,,Reconciled
Expense,2021-04-24 13:30:55,13:30,Eating out,-38.20,EUR,1.0000000000,Food,Eating out,ActivoBank,,,Reconciled
Expense,2021-04-23 22:26:38,22:26,Eating Out - split,22.38,EUR,1.0000000000,Food,Eating out,Splitwise,,,Reconciled
Expense,2021-04-23 22:26:26,22:26,Eating out,44.80,EUR,1.0000000000,Food,Eating out,ActivoBank,,,Reconciled
Expense,2021-04-23 22:26:07,22:26,Eating out,-89.50,EUR,1.0000000000,Food,Eating out,ActivoBank,,,Reconciled
Expense,2021-04-23 18:50:52,18:50,Fuel,-21.98,EUR,1.0000000000,Transportation,Fuel,ActivoBank,,,Reconciled
Income,2021-04-23 12:03:54,12:03,Salary,160.23,EUR,1.0000000000,Employer,Salary,ticket,,,Reconciled
Income,2021-04-23 12:03:24,12:03,Salary,1063.90,EUR,1.0000000000,Employer,Salary,ActivoBank,,,Reconciled
Expense,2021-04-23 10:00:14,10:00,Mortgage,-250.00,EUR,1.0000000000,Housing,Mortgage,ActivoBank,,,Reconciled
Expense,2021-04-22 11:58:45,11:58,Eating Out - split,-11.90,EUR,1.0000000000,Food,Eating out,Splitwise,,,Reconciled
Income,2021-04-20 10:05:08,10:05,Capital Gains PPR,6.54,EUR,1.0000000000,Investments,Capital Gains,PPR,,,Reconciled
Income,2021-04-19 09:34:53,09:34,Interest,0.47,EUR,1.0000000000,Investments,Interest,Mintos,,,Reconciled
Income,2021-04-19 09:33:47,09:33,Capital Gains Degiro,22.00,EUR,1.0000000000,Investments,Capital Gains,Degiro,,,Reconciled
Income,2021-04-19 09:33:05,09:33,Capital Gains T212,72.00,EUR,1.0000000000,Investments,Capital Gains,Trading 212,,,Reconciled
Expense,2021-04-18 10:09:07,10:09,Appointment,-110.00,EUR,1.0000000000,Health,Appointments,ActivoBank,,,Reconciled
Transfer,2021-04-18 10:07:28,10:07,Transfer,-110.00,EUR,1.0000000000,(Transfer),(Transfer),Savings,,,Reconciled
Transfer,2021-04-18 10:07:28,10:07,Transfer,110.00,EUR,1.0000000000,(Transfer),(Transfer),ActivoBank,,,Reconciled
Expense,2021-04-18 10:06:16,10:06,SMAS - split,9.05,EUR,1.0000000000,Housing,Water,Splitwise,,,Reconciled
Expense,2021-04-18 10:05:59,10:05,SMAS,-18.10,EUR,1.0000000000,Housing,Water,ActivoBank,,,Reconciled
Expense,2021-04-16 21:09:32,21:09,Eating Out - split,-13.60,EUR,1.0000000000,Food,Eating out,Splitwise,,,Reconciled
Expense,2021-04-15 09:00:58,09:00,Internet,-15.00,EUR,1.0000000000,Personal,Internet & Phone,ActivoBank,,,Reconciled
Expense,2021-04-14 17:01:21,17:01,T,-8.80,EUR,1.0000000000,Entertainment,T,Cash,,,Reconciled
Income,2021-04-14 14:42:39,14:42,Capital Gains Degiro,3.00,EUR,1.0000000000,Investments,Capital Gains,Degiro,,,Reconciled
Income,2021-04-14 14:40:34,14:40,Capital Gains T212,-119.00,EUR,1.0000000000,Investments,Capital Gains,Trading 212,,,Reconciled
Expense,2021-04-12 21:44:49,21:44,Eating Out - split,7.50,EUR,1.0000000000,Food,Eating out,Splitwise,,,Reconciled
Expense,2021-04-12 21:44:40,21:44,Eating out,-15.00,EUR,1.0000000000,Food,Eating out,ActivoBank,,,Reconciled
Expense,2021-04-11 07:00:37,07:00,Eating Out - split,-24.25,EUR,1.0000000000,Food,Eating out,Splitwise,,,Reconciled
Income,2021-04-09 00:36:29,00:36,Capital Gains Degiro,-12.00,EUR,1.0000000000,Investments,Capital Gains,Degiro,,,Reconciled
Income,2021-04-09 00:35:53,00:35,Capital Gains T212,-53.00,EUR,1.0000000000,Investments,Capital Gains,Trading 212,,,Reconciled
Expense,2021-04-08 21:15:55,21:15,Groceries,-5.49,EUR,1.0000000000,Food,Groceries,ActivoBank,,,Reconciled
Income,2021-04-07 07:57:49,07:57,Capital Gains T212,-47.00,EUR,1.0000000000,Investments,Capital Gains,Trading 212,,,Reconciled
Income,2021-04-06 12:26:10,12:26,Capital Gains Degiro,47.00,EUR,1.0000000000,Investments,Capital Gains,Degiro,,,Reconciled
Expense,2021-04-06 12:24:13,12:24,Eating Out - split,15.25,EUR,1.0000000000,Food,Eating out,Splitwise,,,Reconciled
Expense,2021-04-06 12:23:51,12:23,Eating out,-30.50,EUR,1.0000000000,Food,Eating out,ActivoBank,,,Reconciled
Transfer,2021-04-05 10:00:31,10:00,(Transfer),-14.00,EUR,1.0000000000,(Transfer),(Transfer),ActivoBank,,,Reconciled
Transfer,2021-04-05 10:00:31,10:00,(Transfer),14.00,EUR,1.0000000000,(Transfer),(Transfer),Boost,,,Reconciled
Expense,2021-04-05 07:00:40,07:00,Netflix,-13.99,EUR,1.0000000000,Entertainment,Netflix,Boost,,,Reconciled
